OpenTime,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_Volume,CloseTime,ETH-QuoteAssetVolume,ETH-NumberOfTrades,ETH-TBBAV,ETH-TBQAV,ETH-ignore,XMR-USD_Open,XMR-USD_High,XMR-USD_Low,XMR-USD_Close,XMR-USD_Volume,XMR-QuoteAssetVolume,XMR-NumberOfTrades,XMR-TBBAV,XMR-TBQAV,XMR-ignore,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,BTC-QuoteAssetVolume,BTC-NumberOfTrades,BTC-TBBAV,BTC-TBQAV,BTC-ignore
2021-01-27 10:00:00,1271.05,1280.21,1260.17,1275.99,82957.88804,2021-01-27 10:59:59.999,105405543.8449383,51773.0,49324.30906,62689070.8677027,0.0,134.42,135.73,133.6,134.31,11527.43333,1553596.4014647,3232.0,6092.22281,821729.8169465,0.0,31201.06,31400.0,31080.77,31376.9,2985.392328,93325548.70631929,61071.0,1637.119018,51184515.34493097,0.0
2021-01-27 11:00:00,1276.0,1302.38,1245.0,1249.02,130189.34384,2021-01-27 11:59:59.999,165973403.5879407,98495.0,65009.35075,83027049.6293672,0.0,134.49,135.27,131.05,131.1,4944.06573,658577.6519463,2510.0,1177.85927,157196.0236442,0.0,31376.89,31615.38,30578.94,30639.05,4942.27402,154059980.086081,97493.0,2339.211864,72987526.7924392,0.0
2021-01-27 12:00:00,1248.78,1271.57,1242.75,1264.73,119477.2332,2021-01-27 12:59:59.999,150375510.8103878,91847.0,57417.06611,72295658.8539535,0.0,131.13,132.95,130.24,132.27,7681.54813,1009491.8018708,2864.0,4056.93987,533637.529272,0.0,30635.74,30888.0,30336.18,30759.03,5893.376742,180578478.16806915,108428.0,2755.261215,84451897.61136676,0.0
2021-01-27 13:00:00,1264.74,1279.0,1235.22,1236.09,87615.09353,2021-01-27 13:59:59.999,110365130.9482845,93681.0,43367.8946,54691005.4111675,0.0,132.29,133.0,129.76,129.87,5427.45919,713143.4953547,1864.0,2850.73464,374824.6101489,0.0,30759.02,31057.0,30245.0,30275.3,4235.131879,129745802.16209073,100889.0,2030.891022,62247811.72995071,0.0
2021-01-27 14:00:00,1236.08,1249.01,1207.0,1224.82,186475.27203,2021-01-27 14:59:59.999,228283534.3111234,122362.0,89759.00833,109942876.2021013,0.0,129.75,130.01,126.38,127.23,6520.54481,835941.4868366,3405.0,2928.73484,375989.3499284,0.0,30275.3,30520.0,29241.72,29573.15,9777.525888,291793511.0237141,170979.0,4353.548034,129922906.2224988,0.0
2021-01-27 15:00:00,1224.82,1286.15,1216.52,1281.08,114242.72344,2021-01-27 15:59:59.999,143035235.7741443,110818.0,64413.7142,80712915.2459705,0.0,127.15,130.41,126.66,129.72,8875.15979,1142781.4751303,2927.0,5660.20372,729375.2457419,0.0,29573.98,30464.93,29390.0,30322.61,6452.91178,193367167.81476703,123867.0,3299.962882,98903048.55543292,0.0
2021-01-27 16:00:00,1281.4,1307.76,1263.66,1267.72,135503.20708,2021-01-27 16:59:59.999,174731120.2375728,126744.0,69110.02205,89137905.5088291,0.0,129.7,130.63,129.05,129.19,4514.08902,587126.6749361,2293.0,2082.77453,270967.5458843,0.0,30322.59,30948.0,30216.37,30529.57,5435.252583,166467704.67978588,105703.0,2663.675095,81597631.48247285,0.0
2021-01-27 17:00:00,1267.72,1285.98,1241.21,1257.24,107533.52488,2021-01-27 17:59:59.999,135467461.9596696,77831.0,51056.78008,64362909.8766164,0.0,129.23,130.29,128.19,129.42,5493.23453,709094.7917741,1613.0,3147.63209,406029.8715296,0.0,30529.56,30845.81,30101.43,30514.34,4037.443676,122955580.66566654,112339.0,2006.016729,61100958.32188968,0.0
2021-01-27 18:00:00,1257.26,1260.61,1222.17,1225.55,88558.2733,2021-01-27 18:59:59.999,109836965.1112846,62881.0,40997.05314,50871340.1510533,0.0,129.42,133.72,128.26,128.5,13883.1586,1814977.0648768,5094.0,8501.22529,1114553.9637091,0.0,30508.51,30537.5,29500.0,29709.79,4509.673112,135093736.86313465,99460.0,2082.040839,62372915.77181508,0.0
2021-01-27 19:00:00,1225.55,1279.29,1224.02,1268.77,101751.8174,2021-01-27 19:59:59.999,128235116.9061744,96487.0,54344.021,68477371.7020743,0.0,128.5,131.55,128.37,129.13,9238.28286,1199193.661894,2265.0,2605.19265,338786.1359901,0.0,29719.93,30850.0,29712.94,30740.33,5614.820699,171246692.67050478,104151.0,2886.281681,88037680.83821066,0.0
2021-01-27 20:00:00,1268.78,1297.0,1258.64,1287.61,92315.79818,2021-01-27 20:59:59.999,118294652.1323484,90513.0,52366.54341,67103202.8264011,0.0,129.09,131.07,128.21,130.87,6063.83902,788638.7352683,1802.0,3845.7483,501017.6595219,0.0,30731.57,31556.0,30512.19,31520.2,5934.230908,184980691.6530521,114222.0,3501.037251,109130057.95780681,0.0
2021-01-27 21:00:00,1287.42,1291.52,1258.41,1274.54,45986.40411,2021-01-27 21:59:59.999,58600369.3331393,41638.0,22381.37599,28526055.5749917,0.0,131.0,131.07,128.64,128.92,3302.17833,428706.5004223,984.0,2201.00084,286031.4728898,0.0,31520.2,31649.99,30735.01,30958.0,3361.403794,104772762.19722421,75496.0,1666.011371,51942714.87607684,0.0
2021-01-27 22:00:00,1274.65,1284.73,1236.11,1249.96,55390.23256,2021-01-27 22:59:59.999,69556638.1870059,50373.0,22492.06821,28281890.3148044,0.0,128.92,129.5,126.58,127.0,3425.04237,438462.8271813,1360.0,1587.52074,203399.0395393,0.0,30958.01,31051.46,30325.01,30519.93,2605.664076,79921344.45363453,68057.0,1127.336098,34605182.16323387,0.0
2021-01-27 23:00:00,1249.96,1256.41,1233.11,1239.03,58151.3086,2021-01-27 23:59:59.999,72296515.8001692,63120.0,28514.2544,35455547.7242996,0.0,127.0,127.38,125.06,125.45,6819.74169,859350.6758683,1947.0,2240.00547,282095.0271539,0.0,30517.37,30727.14,30084.24,30366.15,3461.236368,104978362.6751634,90427.0,1592.626678,48310796.58255527,0.0
2021-01-28 00:00:00,1238.93,1261.25,1217.23,1258.62,78171.689,2021-01-28 00:59:59.999,96829184.8050903,80198.0,35210.69225,43649926.262643,0.0,125.41,126.1,123.55,125.53,5849.88007,730634.9971503,2271.0,2941.5062,367301.2140288,0.0,30362.19,30728.57,29842.1,30671.86,3868.316546,117054689.37539712,81664.0,1747.839462,52915454.00577287,0.0
2021-01-28 01:00:00,1258.82,1267.55,1244.69,1265.74,42670.96275,2021-01-28 01:59:59.999,53492282.0463285,44771.0,19017.06737,23852024.4356211,0.0,125.54,126.67,125.12,126.51,2082.30163,261944.7268355,994.0,983.60004,123789.5595972,0.0,30676.28,30917.53,30370.79,30881.94,2527.680745,77365697.08750051,59183.0,1205.584187,36914442.79162532,0.0
2021-01-28 02:00:00,1265.81,1281.8,1264.36,1268.59,47384.45075,2021-01-28 02:59:59.999,60286700.1235032,46942.0,24536.12078,31213003.4433933,0.0,126.68,127.71,126.45,127.56,3887.03157,494360.8901884,1034.0,2227.73183,283356.7854333,0.0,30880.57,31214.51,30788.3,30981.72,3021.347409,93728146.7261653,64100.0,1469.431575,45591825.05542701,0.0
2021-01-28 03:00:00,1268.58,1290.87,1264.0,1287.59,35655.67436,2021-01-28 03:59:59.999,45593729.1825432,49714.0,19975.1055,25551280.9907672,0.0,127.71,129.17,127.21,128.24,4223.54072,541640.8675235,1593.0,2403.21911,308122.2450358,0.0,30987.85,31526.78,30902.81,31404.25,4735.034568,147776428.52334002,95757.0,2428.217585,75832437.04657155,0.0
2021-01-28 04:00:00,1287.31,1292.0,1270.71,1282.76,36127.43937,2021-01-28 04:59:59.999,46283828.304923,31560.0,18140.24864,23242266.848528,0.0,128.22,128.37,125.91,126.66,5090.66658,647609.4308513,2060.0,1665.13118,211773.3818821,0.0,31406.9,31590.0,31045.7,31300.73,2910.72013,91045847.13369675,61002.0,1639.730288,51299999.47010108,0.0
2021-01-28 05:00:00,1282.75,1303.18,1271.55,1301.42,46569.19573,2021-01-28 05:59:59.999,59918975.8311791,39932.0,27346.30081,35193435.6393686,0.0,126.77,128.45,126.25,128.35,3730.06904,474997.8990837,1293.0,2469.56153,314516.9250455,0.0,31300.72,31800.0,31057.96,31729.16,3279.919594,102985645.32916172,68625.0,1778.595399,55867573.92583334,0.0
2021-01-28 06:00:00,1301.41,1325.0,1300.26,1304.03,82873.6531,2021-01-28 06:59:59.999,108667733.7215651,62260.0,45534.81644,59705076.9701708,0.0,128.27,130.2,128.26,128.91,5824.33308,753557.9913781,1702.0,3607.90978,466879.2853193,0.0,31729.16,31876.63,31521.37,31564.58,3487.71079,110633373.765204,73535.0,1923.990573,61032793.83926356,0.0
2021-01-28 07:00:00,1304.14,1309.06,1279.34,1284.88,48394.72638,2021-01-28 07:59:59.999,62456499.3126437,55664.0,24196.18594,31226496.9160053,0.0,129.05,129.09,127.49,128.0,2802.9319,359052.2460992,1207.0,1341.6334,171836.0300391,0.0,31564.75,31597.76,31080.0,31170.53,2809.48377,87885465.19554526,59569.0,1301.114853,40706674.33640486,0.0
2021-01-28 08:00:00,1284.93,1292.9,1272.0,1277.27,42720.50734,2021-01-28 08:59:59.999,54785645.1804299,40015.0,21787.98295,27948173.3284755,0.0,128.17,128.8,127.15,127.47,3180.07809,406819.4129724,1206.0,1776.9945,227452.4720518,0.0,31170.2,31303.15,31001.55,31070.47,2699.222378,84068402.83496545,62325.0,1163.087402,36231724.59398582,0.0
2021-01-28 09:00:00,1277.27,1303.1,1260.0,1301.77,54167.00634,2021-01-28 09:59:59.999,69316432.8559216,43735.0,26935.6067,34520927.8243765,0.0,127.46,128.89,125.85,128.88,5097.38466,649892.1779053,1738.0,2286.29896,291879.3702144,0.0,31070.47,31483.44,30812.26,31466.91,3531.477648,109938694.5751409,72682.0,1752.035607,54557757.94370371,0.0
2021-01-28 10:00:00,1301.77,1307.8,1280.26,1299.62,59491.70391,2021-01-28 10:59:59.999,77008115.5075957,49862.0,30652.08577,39689287.8279833,0.0,128.89,131.59,128.56,130.02,11556.04901,1502653.2274558,3785.0,7690.69685,1001155.6273165,0.0,31473.33,31585.39,31030.0,31490.29,3025.903137,94762331.47706407,84078.0,1563.886151,48984039.72156385,0.0
2021-01-28 11:00:00,1299.69,1309.08,1287.92,1302.55,51841.52676,2021-01-28 11:59:59.999,67334032.7372483,52443.0,26057.61513,33860736.6165661,0.0,130.08,137.31,128.14,137.06,23069.20357,3052123.6425076,7958.0,12803.6837,1702984.8642152,0.0,31490.29,31600.0,31178.8,31437.37,2607.58697,81896616.46288309,77818.0,1311.486338,41193889.20267538,0.0
2021-01-28 12:00:00,1302.54,1324.19,1292.59,1318.89,83298.00995,2021-01-28 12:59:59.999,109453852.5393968,76094.0,42923.22046,56401806.8771819,0.0,137.06,140.21,135.11,135.84,41992.27569,5797882.4106778,15800.0,20952.21939,2895507.067871,0.0,31437.37,31713.43,31273.54,31477.95,3396.262178,107019921.32660812,98129.0,1712.418025,53958558.19706346,0.0
2021-01-28 13:00:00,1318.9,1343.27,1306.5,1343.0,84620.89286,2021-01-28 13:59:59.999,112072670.7261426,78819.0,44011.18268,58299070.1095785,0.0,135.88,138.39,135.86,137.75,15036.92014,2058801.6353484,4855.0,8605.62643,1177574.4226685,0.0,31477.95,31840.0,31161.96,31775.12,3636.186466,114583718.01587223,84674.0,1932.721591,60900470.42713106,0.0
2021-01-28 14:00:00,1342.65,1358.61,1330.56,1346.89,102104.07846,2021-01-28 14:59:59.999,137334280.4094939,110102.0,52515.83224,70670489.5616666,0.0,137.7,137.75,134.85,136.37,12533.98459,1709965.7168017,3426.0,5613.11531,766433.9479555,0.0,31775.12,32150.0,31612.52,31830.53,5513.947878,175852428.14608458,107453.0,2910.14176,92837710.28595129,0.0
2021-01-28 15:00:00,1346.76,1352.24,1334.0,1350.43,76553.00213,2021-01-28 15:59:59.999,102953344.9568764,64058.0,39944.67065,53731877.9698076,0.0,136.3,137.47,134.24,135.46,14749.81522,2001413.6918996,3983.0,6756.56814,917744.0846975,0.0,31829.74,32203.38,31680.69,31926.49,5860.378282,187319000.48965448,137637.0,2930.270206,93676052.34067863,0.0
2021-01-28 16:00:00,1350.43,1355.0,1330.42,1351.41,69258.02194,2021-01-28 16:59:59.999,93142431.804463,59383.0,34693.06898,46670891.9072525,0.0,135.39,136.56,134.57,135.98,11643.4223,1577328.3682032,3646.0,7865.47594,1065902.4410406,0.0,31926.49,32436.58,31650.0,32425.71,5459.951763,174979094.426324,118755.0,2765.686106,88676542.00008285,0.0
2021-01-28 17:00:00,1351.41,1356.0,1332.36,1336.41,55438.44656,2021-01-28 17:59:59.999,74524938.7460835,43903.0,28203.69774,37937906.9188554,0.0,135.97,137.48,135.41,135.91,10278.0426,1401631.7289319,3105.0,6166.38833,841015.1497249,0.0,32425.71,32490.0,32160.06,32281.49,3534.239542,114139227.61665858,79831.0,1618.839315,52281239.28715444,0.0
2021-01-28 18:00:00,1336.41,1344.0,1320.0,1339.81,51378.50889,2021-01-28 18:59:59.999,68526511.1949335,45441.0,25820.29114,34451187.5359667,0.0,135.93,136.64,134.06,134.82,6550.0098,884985.228256,2458.0,3375.64246,456275.3119467,0.0,32281.5,32670.0,32103.44,32633.68,3997.536318,129390876.29705323,82800.0,2106.131351,68179431.72715846,0.0
2021-01-28 19:00:00,1339.82,1342.3,1330.02,1332.24,31792.57086,2021-01-28 19:59:59.999,42474734.1864738,29900.0,16911.91831,22595241.5587951,0.0,134.87,135.12,134.02,134.9,3476.43674,468194.7907636,1170.0,1895.03924,255342.9614503,0.0,32633.69,32747.78,32458.81,32564.71,3898.141499,126986355.88489445,73041.0,1749.663094,56998310.43247672,0.0
2021-01-28 20:00:00,1332.36,1350.55,1324.28,1331.48,48166.79332,2021-01-28 20:59:59.999,64396388.9830774,39346.0,25130.40739,33618638.183409,0.0,134.95,135.4,132.58,133.46,6924.57552,926883.7758858,1745.0,3341.95879,447617.1562233,0.0,32564.71,32900.0,32392.34,32577.96,3598.00013,117534541.55066396,77268.0,1663.735086,54357576.3796787,0.0
2021-01-28 21:00:00,1331.47,1349.5,1331.17,1347.63,37191.98219,2021-01-28 21:59:59.999,49849228.672841,31775.0,21648.34143,29022072.0039923,0.0,133.48,134.65,132.9,134.56,5145.66593,689175.5502505,1480.0,2905.93136,389439.6431212,0.0,32577.97,33295.55,32577.96,33183.53,4305.943929,141857003.13632578,97440.0,2239.119793,73774812.24859384,0.0
2021-01-28 22:00:00,1347.63,1360.0,1346.26,1349.31,40465.35861,2021-01-28 22:59:59.999,54737242.5627726,45844.0,22560.09969,30522222.5012512,0.0,134.5,136.66,134.32,136.09,6454.97268,876104.0624251,2162.0,3470.75699,470631.2499655,0.0,33183.53,33488.66,33126.02,33469.67,3851.038597,128353179.79633503,91267.0,1732.40747,57737459.77379364,0.0
2021-01-28 23:00:00,1349.31,1355.8,1323.35,1329.69,58933.51806,2021-01-28 23:59:59.999,79052093.8022681,53263.0,28773.6802,38617719.1366956,0.0,136.1,137.0,134.62,135.43,5158.4219,700562.7459805,2009.0,2707.35814,367469.1318761,0.0,33469.67,33783.98,33026.0,33364.86,7065.11535,236396528.89314327,152027.0,3421.649109,114449381.45237988,0.0
2021-01-29 00:00:00,1329.44,1374.13,1327.25,1367.7,101281.51394,2021-01-29 00:59:59.999,137384429.6400219,84866.0,54140.75554,73525429.2272937,0.0,135.51,138.29,135.35,138.12,9160.20946,1259704.9362434,2782.0,5842.88707,803716.1224502,0.0,33368.18,34310.0,33330.93,34150.23,10164.387947,345112507.44377905,207142.0,5135.000118,174298460.27402762,0.0
2021-01-29 01:00:00,1367.71,1372.2,1336.12,1343.41,58050.456,2021-01-29 01:59:59.999,78501263.2383566,53971.0,26782.36912,36212552.2048729,0.0,138.15,139.16,137.01,137.84,9038.52078,1249575.2352464,2910.0,5203.41046,719378.8435648,0.0,34150.23,34304.52,33666.66,33906.57,5122.468251,173979318.36195853,125764.0,2417.601495,82095038.73639524,0.0
2021-01-29 02:00:00,1343.41,1352.83,1335.71,1340.68,47117.14168,2021-01-29 02:59:59.999,63220454.1556211,43984.0,23564.64127,31621291.319335,0.0,137.83,138.59,136.28,136.66,4644.2838,637374.7701839,1624.0,2411.69116,330751.5068739,0.0,33906.56,34201.14,33770.0,33969.2,4650.648566,157806808.79234403,94579.0,2271.825909,77102225.48866917,0.0
2021-01-29 03:00:00,1340.62,1344.88,1309.04,1320.82,66415.87954,2021-01-29 03:59:59.999,88112288.1659128,62425.0,29590.93029,39253446.178615,0.0,136.64,136.88,134.7,135.64,8051.66656,1094065.544174,2441.0,3199.06708,434639.5373351,0.0,33969.21,34114.95,33501.0,33733.58,6809.202377,230537722.1559961,128676.0,3106.651517,105194192.07641149,0.0
2021-01-29 04:00:00,1320.8,1326.53,1285.35,1305.59,90494.27921,2021-01-29 04:59:59.999,117900592.9537878,75925.0,42314.10837,55135162.8965329,0.0,135.71,136.12,133.25,133.86,5860.93337,786414.1613368,2190.0,2480.02186,333048.2597658,0.0,33728.99,33934.48,32750.47,33062.82,8609.935103,285624020.4136231,163110.0,3953.490729,131091008.23035347,0.0
2021-01-29 05:00:00,1305.61,1311.07,1295.5,1302.9,56621.102,2021-01-29 05:59:59.999,73808742.6612436,47022.0,27394.72806,35713343.2621887,0.0,133.93,134.82,133.59,134.66,3336.31004,447703.3264375,1018.0,1794.16244,240818.1076264,0.0,33062.81,33193.57,32755.56,32980.32,5689.533013,187802687.24984145,120363.0,2966.04463,97909176.58797634,0.0
2021-01-29 06:00:00,1302.9,1315.69,1292.68,1301.47,49137.72594,2021-01-29 06:59:59.999,64047925.4360075,47127.0,23164.9242,30197729.0012715,0.0,134.58,135.58,133.39,133.99,4919.23594,661036.4373634,1807.0,2099.29381,282205.3878532,0.0,32980.31,32982.33,32330.55,32483.74,7328.136602,239141992.70319998,145868.0,3846.763545,125570682.1970688,0.0
2021-01-29 07:00:00,1301.47,1318.78,1292.53,1315.9,55667.44922,2021-01-29 07:59:59.999,72500705.053211,45602.0,27860.95253,36290987.2777917,0.0,133.8,134.52,132.07,134.16,3861.09359,515576.9411558,1720.0,1674.04648,223598.6368105,0.0,32483.74,32626.98,31915.4,32266.35,6736.554271,217124621.14715227,122552.0,3271.978649,105463553.25990468,0.0
2021-01-29 08:00:00,1315.86,1382.6,1295.01,1375.82,134678.88788,2021-01-29 08:59:59.999,179775601.7383145,99024.0,68112.78581,91044844.2059487,0.0,134.31,139.93,132.35,138.77,16667.61032,2254901.2953846,5877.0,10791.54832,1459996.6413157,0.0,32266.36,36600.0,32006.91,36240.24,19312.827479,657349614.7059776,314310.0,11284.727536,384612824.4878856,0.0
2021-01-29 09:00:00,1375.82,1396.83,1345.0,1369.93,288610.14525,2021-01-29 09:59:59.999,395390330.6257191,181567.0,147502.35531,202156947.934004,0.0,138.78,144.0,137.01,140.94,20447.34312,2852897.9028,9333.0,12971.96976,1814485.0695288,0.0,36223.22,37990.0,34591.83,36877.16,32057.769171,1170981431.4706285,554876.0,17431.615148,636387876.2668718,0.0
2021-01-29 10:00:00,1369.92,1378.74,1345.0,1378.12,116849.61855,2021-01-29 10:59:59.999,159305693.496404,75945.0,57898.60686,78955537.8898775,0.0,140.8,141.78,138.79,140.55,6647.05404,933757.291294,3154.0,3607.68925,506909.8679541,0.0,36875.5,37200.0,35489.41,36617.23,13351.739852,485592406.118676,264211.0,6468.6562,235322265.94527224,0.0
2021-01-29 11:00:00,1378.09,1429.99,1378.08,1416.96,173407.91219,2021-01-29 11:59:59.999,243968884.1952665,120370.0,98315.28262,138308117.6431794,0.0,140.63,142.1,140.6,141.78,6088.48388,860850.1158843,2416.0,3350.54832,473818.8145416,0.0,36617.23,37208.94,36421.93,37025.32,9995.033904,368826783.70134896,182894.0,5084.055372,187641109.49586397,0.0
2021-01-29 12:00:00,1416.83,1422.93,1397.04,1419.72,99517.28788,2021-01-29 12:59:59.999,140519854.0743825,68600.0,49516.25192,69930478.3920258,0.0,141.78,142.4,140.63,142.18,6502.83691,921412.7680693,2413.0,2855.63286,404786.1773485,0.0,37023.83,37869.0,36534.42,37840.07,9895.617715,367797382.70437783,205392.0,5196.606845,193285505.17302355,0.0
2021-01-29 13:00:00,1419.51,1428.57,1401.0,1424.74,88561.47846,2021-01-29 13:59:59.999,125288528.0149014,64667.0,44586.03975,63110661.642664,0.0,142.21,146.08,140.85,146.08,6971.8815,998262.252858,3577.0,3755.38476,539211.2282218,0.0,37842.07,38531.9,36979.32,38250.03,10190.521742,384835263.32981753,206694.0,5557.872503,210117231.77740115,0.0
2021-01-29 14:00:00,1424.52,1436.9,1371.33,1392.22,149557.32671,2021-01-29 14:59:59.999,209586070.4997478,97570.0,73729.77266,103334380.0731978,0.0,146.09,150.0,144.47,145.17,15807.03331,2330551.6271119,7617.0,8825.9446,1302850.4937775,0.0,38250.01,38448.39,36456.78,37058.49,12376.778745,463253682.69542366,223669.0,5751.444601,215145357.36227602,0.0
2021-01-29 15:00:00,1392.22,1406.33,1388.43,1396.18,71519.56122,2021-01-29 15:59:59.999,99931385.1473223,49084.0,36581.58607,51117680.0347299,0.0,145.28,145.62,142.71,143.45,8347.23922,1199958.8297458,2884.0,3628.17168,522617.2158862,0.0,37058.49,37517.8,36700.0,37129.4,7119.860949,264499608.700124,150952.0,3343.452121,124213712.30964436,0.0
2021-01-29 16:00:00,1396.48,1408.54,1366.52,1375.72,78336.23264,2021-01-29 16:59:59.999,108959074.2096549,61361.0,37294.29199,51911214.0202162,0.0,143.7,145.62,141.78,142.65,9987.35165,1434599.031704,4020.0,4592.14401,660191.2803573,0.0,37129.4,37569.0,35808.0,36039.18,10309.645056,380518661.9321077,181421.0,4906.666539,181310643.9602419,0.0
2021-01-29 17:00:00,1375.72,1394.37,1365.0,1372.52,72237.42525,2021-01-29 17:59:59.999,99657523.8707982,55677.0,34851.17052,48103172.9568411,0.0,142.7,144.07,140.75,141.09,8808.04697,1253964.2063771,3464.0,2798.96912,398945.1361305,0.0,36038.73,36429.0,35564.0,35741.23,8064.316659,290408716.8686632,178297.0,4104.195461,147809776.4554142,0.0
2021-01-29 18:00:00,1372.58,1380.34,1339.1,1352.92,94271.55147,2021-01-29 18:59:59.999,127812250.1822409,67452.0,41896.27199,56809758.8922967,0.0,141.16,141.83,139.27,140.35,5843.5626,822100.0601518,1962.0,3059.09744,430705.3319754,0.0,35741.23,35999.99,34600.0,35202.46,11212.397918,394534372.45788044,166071.0,4992.433511,175775312.1092809,0.0
2021-01-29 19:00:00,1352.92,1356.18,1313.12,1348.3,102337.39593,2021-01-29 19:59:59.999,136327572.8823102,80134.0,48859.50921,65121288.2136026,0.0,140.35,140.41,137.41,139.16,5471.93916,760263.100158,2246.0,2259.55123,313962.408642,0.0,35204.22,35357.14,33500.0,34318.57,11414.909017,391476682.66882706,190951.0,5427.95899,186147612.09310752,0.0
2021-01-29 20:00:00,1348.03,1359.68,1331.78,1348.76,67750.21702,2021-01-29 20:59:59.999,91289830.3177302,50252.0,34145.77261,45992372.2448525,0.0,139.16,140.49,138.37,139.62,4684.05722,652906.0337918,1871.0,2842.49143,396452.6293728,0.0,34322.5,34953.87,33843.22,34574.61,7664.137033,264479532.2672704,145519.0,3509.150367,121096451.76548034,0.0
